Gene.name,log2FoldChange,padj
Chrm1,-1.41812378,5.84E-35
Gm5471,1.24035566,6.25E-35
Tob1,0.847612413,7.02E-35
Cdk13,0.58089718,7.28E-35
Sstr4,0.761963489,7.50E-35
Baalc,-0.636999345,8.56E-35
Itprid2,1.869150726,1.05E-34
Lrrc55,0.815323226,1.16E-34
Plpp6,-1.425602915,1.39E-34
Paics,-1.020975588,1.41E-34
Flrt3,1.392020788,1.62E-34
Fbh1,-0.665053756,2.98E-34
Exoc1,-0.697305615,3.21E-34
AABR07044962.1,1.369532776,3.22E-34
Papola,0.646639994,3.90E-34
Rest,1.661016108,5.62E-34
Pnma8b,-0.480704137,9.09E-34
Ackr3,1.784001808,9.17E-34
Pde4dip,-0.433738677,9.32E-34
Txnip,-1.346817752,9.53E-34
Ankrd40,-1.109981369,9.89E-34
Smad9,-1.625213157,1.01E-33
Apex1,-0.937597879,1.10E-33
Fam168b,0.542587225,1.24E-33
Fancm,1.08687488,1.54E-33
Nol6,-0.621934865,1.64E-33
Dip2a,-0.772071644,1.65E-33
Cited2,2.117866362,1.77E-33
Mk1,-1.052496664,1.81E-33
Tead1,1.838640553,1.90E-33
Spred1,0.808490464,1.95E-33
Vipas39,-0.796192857,1.98E-33
Wnt7a,-1.714540086,2.02E-33
LOC100360791,0.992024211,2.09E-33
Pex11b,-0.972513236,2.11E-33
Zfp804a,1.119088557,2.42E-33
Plcl1,1.161213033,2.43E-33
Ahcyl1,0.773196998,2.88E-33
Wdr7,-0.346677971,3.31E-33
Sstr3,-2.538910664,4.18E-33
LOC100909712,1.435478474,4.44E-33
Kcnj3,0.991190157,4.75E-33
Tll1,1.986500321,5.18E-33
Zfp41,-0.82982895,6.90E-33
Asb13,-0.82195739,8.18E-33
Dipk2a,1.525729981,8.69E-33
Ptpro,0.545932848,8.71E-33
Cacna1e,0.952325244,9.34E-33
Zmynd8,-0.673836729,1.02E-32
Slc38a2,0.530495829,1.08E-32
Lrrn3,1.272113125,1.08E-32
St6galnac4,-0.853361339,1.09E-32
Fstl4,1.272033445,1.13E-32
Srgap3,0.443328572,1.16E-32
Has1,3.482004513,1.60E-32
Kat6b,-0.666619355,1.60E-32
Prr15,3.142901219,1.61E-32
Wscd1,-0.90997019,1.73E-32
Fosl1,1.025446514,1.79E-32
Stox1,2.124794678,1.79E-32
Lrtm2,-1.226726465,1.97E-32
AC096809.1,1.442387896,2.69E-32
Klf7,-0.911655237,2.82E-32
Ppp1r18,-1.224459281,3.06E-32
Fam184b,-1.242036904,3.15E-32
Mrpl44,0.960166129,3.67E-32
Vps26c,-1.081589231,4.18E-32
Fgf2,4.368946596,4.25E-32
Rbm33,0.768311055,4.34E-32
Tmem50b,-0.914982668,4.41E-32
Pwwp3a,-1.037136697,4.58E-32
AABR07068161.1,2.975925303,4.85E-32
Cish,1.630112821,5.14E-32
Pdlim5,2.823880807,5.60E-32
Dlg5,-0.674875613,5.69E-32
Tbc1d14,-0.408730153,5.71E-32
Tti1,-1.149076189,5.93E-32
Cbx8,1.097036697,6.21E-32
Snrpa1,1.139191336,6.29E-32
Stox2,0.492032838,6.64E-32
Ccdc71,-0.873780282,7.23E-32
Spag9,0.685050941,7.48E-32
Zfp46,-0.702307528,8.13E-32
Pik3ip1,-0.993614623,8.32E-32
Pcdh7,0.700701183,1.04E-31
Lamb1,0.473123484,1.20E-31
Gm45713,0.400608366,1.34E-31
MGC109340,0.698672397,1.36E-31
Rapgef2,0.411516661,1.48E-31
Ndufa5,0.907435684,1.59E-31
Brd4,0.505061804,1.65E-31
Otud1,1.278047866,1.87E-31
Flrt2,0.691738377,1.89E-31
Gramd4,-0.972334462,2.03E-31
AABR07011951.1,0.665550838,2.23E-31
Adamts3,0.822757456,2.50E-31
Hspa9,0.567799761,2.54E-31
Prr5,-1.086292146,2.62E-31
Bles03,-0.943528599,3.86E-31
Pgbd5,-0.918598648,3.93E-31
Igsf9b,1.075530344,3.94E-31
Bicd2,0.483520812,4.71E-31
Kif1b,0.383088377,4.98E-31
Clk3,0.750239684,5.14E-31
Ntrk2,0.60824884,5.31E-31
Tent4b,0.648099838,5.74E-31
Slc22a5,1.258795948,6.22E-31
Tbc1d30,-0.775748215,6.22E-31
RGD1563482,-1.529108909,6.44E-31
Ap4e1,1.004167456,6.82E-31
Zfp142,0.635523167,8.73E-31
Cxadr,0.596053766,9.03E-31
Map3k1,1.690221673,1.11E-30
Scarb1,-1.018040691,1.11E-30
Tmem165,0.765172271,1.15E-30
Arid5b,0.990767453,1.51E-30
Fam219a,0.562241899,1.53E-30
Rapgefl1,-1.016252925,1.73E-30
Ptp4a3,-0.87736495,1.95E-30
Foxp4,-0.992621463,1.95E-30
RGD1311164,-1.166952284,1.95E-30
Rab5if,0.556808998,2.01E-30
Ssx2ip,-0.641729096,2.07E-30
Dtna,0.851041484,2.11E-30
Rab33a,-0.987047445,2.24E-30
Max,-0.620698948,2.63E-30
Prc1,3.286268377,3.01E-30
Fryl,0.758258029,3.30E-30
Ahdc1,-0.742034833,4.09E-30
Pdcl,-1.371806572,4.09E-30
Cog8,-0.821592512,4.14E-30
Cntn2,-0.744183436,4.20E-30
Hipk2,1.004851854,4.57E-30
Gatm,-0.834373341,4.65E-30
Ptchd1,1.202312911,4.84E-30
Lonrf1,0.733332315,4.95E-30
Ak4,1.601605318,5.19E-30
Nrp1,1.397613773,5.45E-30
Chd4,-0.615154702,5.83E-30
Zbtb41,0.826573947,5.98E-30
Slc66a1,-0.983635099,6.34E-30
LOC108351584,1.534974166,6.81E-30
Rpp38,1.215603719,7.00E-30
Ephb2,-0.569224914,7.18E-30
Ran,0.555418712,7.32E-30
Anapc5,0.440235722,7.64E-30
Has2,2.424299329,8.38E-30
Unc5a,-0.763675119,8.45E-30
Usp37,0.957100245,8.54E-30
Ngly1,-1.452703746,8.65E-30
Chrna4,-0.922658357,8.74E-30
Slc45a4,-0.947167525,1.00E-29
Ubald1,0.683511477,1.06E-29
Slc25a29,-1.198645709,1.08E-29
Ddx6,0.982510117,1.09E-29
AABR07026997.1,0.601406372,1.19E-29
Alkbh1,1.018112099,1.21E-29
Mogs,-0.832064557,1.22E-29
Ccdc177,-1.180678522,1.36E-29
Syt3,-0.710108485,1.39E-29
Steap1,4.438556757,1.41E-29
Clip2,-0.552303432,1.49E-29
Aldh1b1,-1.288789331,1.55E-29
Zc3h11a,0.622865681,1.57E-29
Lin54,0.774982098,1.63E-29
Pag1,1.416866775,1.64E-29
Phlpp1,0.650301177,1.66E-29
LOC100910838,-0.636981175,1.84E-29
Btrc,-0.643526003,1.94E-29
Zfp612,1.121817286,2.09E-29
Trpc6,1.799026715,2.32E-29
Cox18,1.224441516,2.32E-29
Ybx1,0.673813172,2.43E-29
Atp2b2,-0.694923353,2.72E-29
Rlf,0.849508764,2.74E-29
Slc4a11,1.905638514,2.83E-29
Fam167a,2.211932698,2.91E-29
Lif,6.49803042,3.25E-29
LOC103692171,-0.824647021,3.35E-29
Agpat4,0.581321481,4.59E-29
Spry2,1.617778421,4.88E-29
Smpd3,-0.684367087,5.82E-29
Lpp,1.867312271,5.94E-29
Rdh10,1.145005024,6.40E-29
Rimkla,-1.012874521,7.89E-29
AC106663.4,1.530703848,9.23E-29
Phtf1,-1.046335092,9.62E-29
Ift88,-1.181120541,1.01E-28
Golga5,-1.107859142,1.01E-28
Areg,4.264763666,1.32E-28
Pde4b,0.861456023,1.32E-28
Gpr6,-1.690741527,1.34E-28
Gipc1,-0.617510479,1.38E-28
Armcx5,1.476339665,1.39E-28
Rnf144a,-0.90768163,1.49E-28
Rpl31,0.467029823,1.73E-28
Wasl,0.732195628,1.74E-28
Cdkn2aip,0.971578311,1.79E-28
Elfn2,-0.803941278,1.90E-28
Pias3,-1.238433937,1.93E-28
Urgcp,-0.800280932,1.93E-28
Gtf2e2,1.086376312,2.11E-28
Kdm5b,-0.426094061,2.14E-28
Fbxl20,-1.248153276,2.58E-28
Swap70,1.940307498,2.61E-28
Slc49a4,-0.769305565,2.83E-28
Kat2a,-0.554319953,2.89E-28
Tmem44,-0.735523602,3.03E-28
Slc25a51,-0.5461673,3.20E-28
Bid,-1.133437086,3.45E-28
Fam214b,-0.865038911,3.61E-28
Rnd1,-0.944929247,3.96E-28
LOC100363502,1.043645541,4.56E-28
AABR07027407.1,1.859073931,4.75E-28
Pcmtd2,-1.114633594,4.94E-28
Sema4f,-0.518181025,5.20E-28
RGD1563962,-0.866852426,5.32E-28
Plekhj1,0.92697335,5.89E-28
Arhgef10l,-0.843813144,6.09E-28
Bcl2,1.891706736,6.19E-28
Brinp1,0.609486523,6.47E-28
Cbfa2t3,-1.024723572,6.54E-28
Nrp2,0.840274955,7.00E-28
MAST1,-0.626227396,8.20E-28
Mrps27,-0.872419784,8.42E-28
Cox19,-0.588403808,9.00E-28
Colgalt1,-0.777788359,9.50E-28
Ccni,0.448156235,1.12E-27
C2cd4c,-1.131938003,1.16E-27
Stam2,-1.196498428,1.44E-27
Ubr7,-0.863150906,1.53E-27
Zbtb22,-0.856639976,1.55E-27
Ly6e,-0.582516231,1.58E-27
Ddx3,0.972712906,1.71E-27
Narf,-0.569993865,1.75E-27
Lzts3,0.95458577,1.88E-27
Ldha,0.470545712,1.91E-27
Xkr7,-0.834190728,2.11E-27
Arcn1,-0.54754613,2.19E-27
Lifr,0.943881746,2.30E-27
Add3,-1.015313704,2.40E-27
Grip2,-0.932015584,2.41E-27
Gorab,1.089753184,2.41E-27
Spryd4,-1.302117053,2.63E-27
AABR07034750.1,0.609322866,2.73E-27
Adcy8,0.75321416,2.87E-27
Hdac5,0.741288664,2.90E-27
LOC100125362,0.796256033,3.34E-27
Elac1,-1.731002359,3.41E-27
Mfsd9,-1.036146542,3.46E-27
Scd,-0.842419979,3.53E-27
Bmpr1b,2.840064769,3.74E-27
Edrf1,0.888751153,3.80E-27
Chmp6,-0.77667453,4.37E-27
Tbl1x,-0.639146226,4.42E-27
Nynrin,-1.103525078,4.53E-27
Arhgap26,0.673850852,4.71E-27
Coro2b,-0.81141471,4.75E-27
Mlh3,-1.08594519,5.31E-27
Smim19,-1.215124066,5.35E-27
Ccdc9,0.812070761,6.03E-27
Rplp1,0.569869335,6.30E-27
Tjp2,2.520025137,6.39E-27
Fkrp,-0.837304375,6.46E-27
Arid5a,3.199831769,6.57E-27
Ppp1r21,-0.583170336,6.99E-27
Tmem198,0.701465157,7.17E-27
Sertad2,1.206480833,7.34E-27
Chst1,-0.779041576,7.52E-27
Fam160a1,1.900444153,7.61E-27
Pcdhgc3,0.567536322,8.35E-27
Arrdc2,-1.49566982,8.56E-27
Nudcd1,-1.24244901,8.92E-27
Nceh1,-0.99382296,8.92E-27
Rgs7bp,0.847743611,9.13E-27
Selenok,0.719327177,9.31E-27
AABR07072602.1,2.898991006,9.77E-27
Dnmt1,-0.555560868,1.01E-26
Myo1c,-0.770549661,1.05E-26
Gtf2e1,-1.163980257,1.06E-26
Cyb561d2,-0.958918267,1.08E-26
LOC100911769,-0.528530534,1.18E-26
LOC294154,0.540227345,1.18E-26
Prr36,-0.870822223,1.35E-26
Rfx5,0.81834716,1.40E-26
Hspa1b,2.81768421,1.47E-26
Npepo,1.098153055,1.48E-26
AC119762.4,-0.903573513,1.54E-26
LOC108353446,0.595508712,1.63E-26
Fbxo42,0.417847232,1.80E-26
Ckap4,-0.985224964,1.86E-26
Nxph3,-1.454324026,2.03E-26
Dag1,-0.480181077,2.13E-26
Lrrc14,-0.816166001,2.15E-26
Dnajc11,-0.608627319,2.62E-26
Gas2l1,-0.848676954,2.62E-26
Atp7a,0.89988691,2.71E-26
Dusp6,1.817397419,2.71E-26
St6gal1,-1.0762142,2.94E-26
Sema4b,-0.944941439,3.03E-26
Dnaja3,-0.713438402,3.26E-26
Aff1,1.629702138,3.37E-26
Tmem106b,-0.746051322,3.48E-26
Rps6ka2,-0.669752014,3.48E-26
Sfmbt2,1.326200838,3.64E-26
LOC102552166,0.623396942,3.67E-26
Abcc5,1.031578348,3.81E-26
Soat1,1.48113656,3.85E-26
Cfl1,0.44997323,3.97E-26
Smad1,0.735232078,4.05E-26
Clstn3,0.590518315,4.21E-26
Rhbdd1,1.78489081,4.41E-26
Mrnip,-1.113060468,4.76E-26
Rpl12,0.535595378,5.00E-26
Med9,-1.012245298,5.50E-26
Prkd3,1.378863112,5.71E-26
Plekho1,0.670852627,5.93E-26
Arxes2,0.688703179,6.35E-26
Dcun1d3,0.829154328,7.01E-26
Cpeb3,0.705945955,7.04E-26
Hs6st2,0.739081604,7.15E-26
Abi1,0.656925663,7.33E-26
Tyw1,-1.176970364,7.44E-26
Frmpd4,-0.568558428,8.32E-26
Shroom3,1.410514502,8.32E-26
Mrrf,-1.242744877,8.48E-26
Ampd2,-0.557095649,8.91E-26
Pter,2.481682741,9.32E-26
Rasip1,-0.699260534,9.35E-26
Ift20,0.617623247,9.58E-26
Dock3,-0.523710812,1.07E-25
Huwe1,0.460285178,1.10E-25
Pcdh9,0.732147218,1.17E-25
Wnt5a,1.811085669,1.17E-25
Dll1,-1.339943983,1.19E-25
Cycs,0.981012958,1.23E-25
Trib3,3.212013607,1.29E-25
Foxred2,-0.773675923,1.34E-25
Elmo1,1.039369699,1.37E-25
Fam181a,0.966669096,1.37E-25
Jag2,-1.020029148,1.47E-25
Ppm1f,-1.239044113,1.50E-25
Wdr90,1.381104948,1.52E-25
Homez,-2.375244653,1.54E-25
Hmbox1,0.76144758,1.62E-25
Mmd2,-1.49182082,1.72E-25
Sfr1,-1.090683582,1.98E-25
AABR07007032.1,-0.580528625,2.00E-25
Msmo1,0.822782797,2.03E-25
RGD1561149,-1.234939068,2.13E-25
Khdrbs2,1.19782613,2.40E-25
Pdik1l,-0.816664463,2.41E-25
Myt1l,-0.586806495,2.56E-25
Lgi3,-1.376221855,2.69E-25
Lsm12,0.491638062,2.71E-25
Gadd45g,4.446372664,2.87E-25
Maf1,-0.570709891,2.89E-25
LOC103689931,0.44553875,3.05E-25
Panx1,-0.444623115,3.43E-25
AABR07035916.1,0.908248477,3.47E-25
Slc24a4,1.694185667,3.77E-25
Thrap3,-0.590033968,3.90E-25
Slc25a12,-0.58176945,4.13E-25
Med24,-0.644891745,4.17E-25
Rps9,0.419948258,4.18E-25
Patz1,-0.66197492,4.37E-25
Myo5a,0.39779563,4.62E-25
Pcnt,-0.917489825,4.67E-25
Ptp4a2,0.671566501,4.83E-25
Ezh1,-0.855955154,5.03E-25
Klhdc8a,-1.029505088,5.11E-25
Ntrk3,0.512117293,5.14E-25
Capn2,-0.731162476,5.63E-25
Klf11,-1.033615319,5.98E-25
Spire2,-1.035820624,5.98E-25
LOC103693189,0.933441891,5.98E-25
RGD1306502,-1.095989441,6.10E-25
E4f1,0.913170173,6.13E-25
Slc30a10,-0.88759335,6.42E-25
Kdm4b,-0.653028804,6.50E-25
LOC100912578,0.630719106,6.52E-25
Ptprk,0.566459208,6.66E-25
Slc36a1,-0.652794548,6.91E-25
AABR07013843.1,1.504812221,7.01E-25
Id2,-0.908790826,7.03E-25
Jdp2,1.224138234,7.24E-25
Zfand5,0.883146973,7.31E-25
Ick,-0.698874797,7.38E-25
Mafb,1.101373434,7.39E-25
Vps45,-0.684191204,7.42E-25
Otud6b,-0.682773095,7.89E-25
Col11a1,1.821392285,8.03E-25
LOC108348108,2.79549906,8.32E-25
Ankrd27,-1.02163636,9.64E-25
LOC100912399,1.6611319,1.03E-24
Shisa7,-0.486979122,1.05E-24
Rabif,-0.813113453,1.24E-24
Shf,0.750556362,1.25E-24
Bicral,-0.694678339,1.29E-24
Stat2,-0.733207586,1.39E-24
Pnpla2,-1.133997021,1.47E-24
Nxpe3,-0.995341133,1.50E-24
Rnft1,1.671413275,1.68E-24
Swsap1,-1.161463107,1.69E-24
Pnpla6,-0.574150604,1.71E-24
Plcd3,2.094312187,1.90E-24
Smim12,-1.22559687,1.97E-24
Hectd3,-0.72153844,1.97E-24
Sfpq,-0.578943867,2.00E-24
Slc1a1,-0.546866208,2.03E-24
Tox4,0.497043834,2.27E-24
Snu13,0.655813062,2.27E-24
AABR07015812.1,-1.233952345,2.55E-24
Zfp507,-0.716872436,2.65E-24
Them6,-1.426764978,2.70E-24
Grasp,1.482084081,2.79E-24
Glis2,-0.96461324,2.86E-24
Creld1,-0.531055981,3.01E-24
Nfat5,0.804964681,3.13E-24
Lrrc61,-1.217668267,3.13E-24
Arpp21,1.682250513,3.17E-24
Tent5d,5.033099829,3.24E-24
Ajap1,-0.61765417,3.34E-24
Suco,0.591330215,3.35E-24
Pias4,-0.836071756,3.39E-24
Gpr158,0.963850181,3.69E-24
AABR07057423.1,-0.695660477,4.51E-24
Zfp516,1.449733684,4.67E-24
Ap3m1,-0.667491502,4.82E-24
Rps19l2,0.476305528,5.06E-24
B4galt5,-0.744639697,5.07E-24
Rundc1,0.702484808,5.87E-24
Dgki,-0.471035456,6.07E-24
Lynx1,-0.895595949,6.24E-24
Bhlhe22,-0.686405397,6.66E-24
Rdx,0.612220478,7.53E-24
LOC361346,1.780247897,7.91E-24
Mrps18b,-0.891835702,8.07E-24
Kif18a,2.926605426,8.72E-24
Ttc4,-0.728220183,8.76E-24
Slc29a3,-1.62596123,8.91E-24
Sephs2,-0.65490196,9.11E-24
Zbtb38,-0.586963318,9.30E-24
Dcaf5,-0.529396738,9.39E-24
Lrrc4b,-0.611095944,9.84E-24
Mesd,-0.650231908,1.01E-23
Exoc3,-0.547042054,1.03E-23
Plscr3,-1.164103895,1.10E-23
Bach1,0.764123122,1.15E-23
Mpp3,-0.712842721,1.30E-23
Calu,0.531995644,1.34E-23
Pik3c3,-0.878713717,1.57E-23
Cdc14a,2.004489073,1.65E-23
Ipmk,0.519883564,1.89E-23
Inip,1.272123798,1.90E-23
Zfp131,0.799510179,1.93E-23
Tmcc3,-1.162640597,2.31E-23
Nr2f2,0.983933579,2.42E-23
Cfap20,0.682183789,2.42E-23
Tmem184b,0.658720258,2.44E-23
Dnajc1,1.073840365,2.63E-23
Dnajc16,-0.970174573,2.72E-23
Cnot6l,0.933161416,2.81E-23
Cblb,-0.663015522,2.81E-23
Rrm2b,-1.232812716,3.00E-23
Slc3a2,0.802298015,3.24E-23
Tars1,0.653926959,3.29E-23
Sh3gl2,-0.677104104,3.45E-23
Tnpo1,0.755910542,3.46E-23
Fam184a,0.781853612,3.74E-23
Nr3c1,-0.938528727,4.12E-23
Ctu2,0.800551994,4.37E-23
Atat1,0.422110398,4.37E-23
Eps8,1.11347173,4.40E-23
Wapl,0.787301874,4.50E-23
AABR07064804.1,-0.617478195,4.55E-23
Gabbr1,0.374320422,4.91E-23
Smyd4,-1.40761581,5.01E-23
Gart,-0.522075168,5.30E-23
LOC680039,0.635266773,5.34E-23
Pabpc1,0.577857148,5.38E-23
Il17d,-0.968272504,5.79E-23
LOC102555083,-1.645127216,5.84E-23
Phc2,-0.497166898,6.12E-23
Bcl2l13,0.629787324,6.14E-23
Chka,0.747250017,6.35E-23
Lpcat2,1.546987608,6.38E-23
Slc9a3r2,-1.084497283,6.59E-23
Rpl35,0.487220046,6.74E-23
Apc2,-0.666002989,6.85E-23
Nab1,0.747196127,6.87E-23
Cdc5l,-0.573383688,6.98E-23
Fmnl2,-0.598760015,7.46E-23
Sphk2,-0.778269617,7.52E-23
Zfp36l2,2.215599502,8.46E-23
Zfp39,-1.04705755,8.54E-23
Slc40a1,2.889249328,8.90E-23
Cnnm4,0.61493035,9.37E-23
Calcoco1,-0.889751043,9.51E-23
Pabpc4,0.452219995,1.01E-22
RGD1565616,-0.658349405,1.04E-22
Nefl,0.780056128,1.05E-22
Kcnj12,-1.460724079,1.05E-22
LOC100911615,-1.11981827,1.10E-22
Col5a2,1.365404902,1.10E-22
Slc4a7,0.773834674,1.15E-22
Epha7,0.59797152,1.20E-22
Zfp82,-1.382748442,1.27E-22
Rpa1,-0.849467463,1.34E-22
Fntb,-0.804599426,1.38E-22
Marchf8,-0.680717633,1.40E-22
Pwp2,-0.648395667,1.41E-22
C1ql3,2.810364607,1.42E-22
Ksr2,-0.794133336,1.45E-22
,1.95325946,1.48E-22
Eea1,0.804170667,1.58E-22
Usp16,1.051581078,1.59E-22
Psd2,-0.67417507,1.59E-22
Itgb1,0.892094886,1.59E-22
Zfp647,-1.656422977,1.59E-22
Chst15,-0.782555184,1.65E-22
Vegfa,0.805297039,1.71E-22
Adprh,-0.828452169,1.76E-22
H2az1,0.608259088,1.76E-22
Ldlrad4,-0.916437349,1.77E-22
Brd3,-0.536801387,1.82E-22
Akap12,-0.598669597,1.84E-22
Nsdhl,-0.74741709,1.88E-22
RGD1309028,0.918818514,1.91E-22
Tmem199,-0.942182999,1.93E-22
Fbxl18,-0.862315691,1.95E-22
Mapkap1,-0.521011762,1.95E-22
Podxl,-0.85110946,2.06E-22
Procr,6.14383808,2.06E-22
Bcl2l11,0.847271273,2.15E-22
Fgf5,2.126538204,2.21E-22
Zeb2,0.752734567,2.24E-22
Prkar1a,0.492831539,2.38E-22
Cckbr,1.392845312,2.48E-22
Dusp2,-1.269879531,2.65E-22
Actr3b,0.433453452,2.83E-22
Robo1,0.565124195,3.15E-22
Afdn,-0.483404834,3.18E-22
Chsy3,0.899089321,3.22E-22
Trpv2,-0.618825623,3.23E-22
Rbpj,0.834063194,3.26E-22
Mat2b,0.63377634,3.57E-22
Hdx,1.598683318,3.71E-22
Armcx3,0.547167898,3.80E-22
Slc25a3,0.636508752,4.12E-22
Ppp1r1b,0.994101596,4.20E-22
Nat8l,-0.600582142,4.32E-22
Trmt10c,0.873741789,4.35E-22
Chd7,2.864433192,4.35E-22
LOC103694210,1.014252282,4.64E-22
Sik3,0.864244442,4.73E-22
Btbd9,0.510535119,5.08E-22
Arhgap17,1.710589066,5.29E-22
Cdc25b,-0.747896412,5.48E-22
Ier5,1.336026978,5.67E-22
Zfhx4,1.039914987,5.67E-22
Rasl10a,-0.98727107,5.89E-22
Gja1,3.239372957,6.80E-22
Cabin1,-0.589530827,6.92E-22
Samd10,-0.789857726,7.13E-22
Zfp786,-1.21604119,7.53E-22
Klhl22,-0.550873215,7.55E-22
Hsf1,0.804888848,7.66E-22
Dmtn,-0.567048106,7.97E-22
Tfdp1,-0.623912978,8.08E-22
Pde4a,-0.756904372,8.30E-22
LOC100911453,-0.520192507,8.34E-22
Mapre1,0.601743113,9.07E-22
AABR07037520.1,-0.45925962,1.00E-21
Rimbp2,-0.60417819,1.01E-21
Parn,-0.732570268,1.02E-21
Golga2,-0.69189388,1.03E-21
Socs6,0.726335509,1.06E-21
Ids,0.608516438,1.18E-21
Znf740,-0.632533473,1.20E-21
Pde3a,1.312882092,1.23E-21
Mybph,0.553880374,1.25E-21
Ccpg1,-0.711883735,1.31E-21
Vwa1,-1.253523618,1.43E-21
Dlgap2,0.723899635,1.44E-21
Slc25a36,0.720652543,1.45E-21
Gch1,2.228058579,1.47E-21
Ubap1,0.626555937,1.50E-21
Leprotl1,-0.525978361,1.50E-21
Ptpn12,0.704753319,1.51E-21
Trim35,-0.385673376,1.59E-21
Klhl23,0.481589458,1.66E-21
Mvd,-0.590988159,1.66E-21
Il6r,3.743833762,1.67E-21
Engase,-1.14003723,1.79E-21
Mnt,-0.542096064,1.92E-21
Kras,0.709736188,1.93E-21
Neurl4,-0.376579549,1.97E-21
Dnajb14,-0.887260237,2.14E-21
Rnf214,-0.662244372,2.20E-21
Tbrg1,-1.187556564,2.25E-21
Rbm8a,0.682291573,2.26E-21
Ap4b1,-1.142952089,2.27E-21
Pxmp4,-0.81122664,2.31E-21
Dennd11,-0.906193006,2.36E-21
Rgs19,-1.04140784,2.36E-21
Rgs4,1.026901214,2.38E-21
Rabggta,-0.711750133,2.45E-21
AABR07033324.1,0.678162418,2.54E-21
Insyn2a,0.982845612,2.67E-21
Tmem121b,-0.928829818,2.74E-21
Atxn2,-0.413841731,2.98E-21
Pwp1,-0.82953375,3.06E-21
Mtmr7,-0.560894129,3.07E-21
Tmsb4x,0.506817661,3.21E-21
Fam13b,-1.365232281,3.35E-21
Stk40,0.804074719,3.39E-21
Map3k12,-0.407062029,3.59E-21
Rps20,0.49418731,3.68E-21
Nt5c2,-0.660763574,3.71E-21
Ywhaz,0.514543354,3.71E-21
Map3k13,0.652669812,3.87E-21
Gak,0.345468495,3.93E-21
Map7d1,-0.534263959,4.10E-21
Zbtb17,0.770596376,4.16E-21
Hnrnpab,0.459431843,4.20E-21
Rnf112,-0.743647612,4.25E-21
Kcnh7,0.671182914,4.87E-21
Cyfip1,-0.487584472,6.08E-21
Nedd8,0.466175982,6.38E-21
NEWGENE_2724,2.481582219,6.44E-21
Arid2,-0.455778043,6.46E-21
Cnnm1,0.831506701,6.51E-21
Cox15,-0.677373191,6.56E-21
Ap5s1,-1.40547393,6.66E-21
Atp2b1,0.463406682,6.66E-21
Ice1,0.346698801,6.95E-21
Mlst8,-0.639163158,7.28E-21
Itprip,2.894255617,7.32E-21
Rxrb,-0.63824182,7.41E-21
AABR07002885.1,-1.357081684,7.43E-21
Tmem183a,0.508566063,7.80E-21
LOC108349594,0.752675155,7.92E-21
Jakmip3,-0.892049964,8.63E-21
RGD1304587,1.032352642,8.75E-21
Tmem218,-1.250660373,8.85E-21
Soga1,-0.494455608,8.89E-21
Rad54l2,0.55661957,8.96E-21
Ankrd33b,3.083768713,9.16E-21
Vps35l,-0.557200408,9.41E-21
Ing2,0.812157175,9.66E-21
Cacng3,0.907780337,1.01E-20
AABR07042903.1,0.579350933,1.07E-20
Ccdc91,-0.901020922,1.08E-20
Nup93,0.953694188,1.08E-20
Map6d1,-1.06319783,1.10E-20
Slc1a3,3.251117936,1.12E-20
Slc35b2,-0.80227608,1.18E-20
LOC100912282,-0.869539128,1.24E-20
AABR07033236.1,3.434308386,1.25E-20
Plat,3.861870112,1.31E-20
Ccp110,-0.735611738,1.31E-20
Senp7,-1.002161408,1.32E-20
Bicra,-0.935271604,1.35E-20
Tsnax,-0.44991565,1.38E-20
Vti1a,0.649193009,1.43E-20
Ikzf4,-1.057389368,1.45E-20
Sox2,1.573367803,1.46E-20
Kcna4,0.691755628,1.50E-20
Synj2bp,0.642100591,1.51E-20
Cnn3,0.671907203,1.52E-20
Txndc11,0.565782373,1.53E-20
Wdr6,-0.480878827,1.58E-20
Chtop,0.477318214,1.59E-20
Ptma,0.915247463,1.66E-20
Mtss1,-0.564233517,1.70E-20
Camta2,-0.488773177,1.71E-20
AC111647.1,4.126895115,1.72E-20
Tmem151a,-0.712118726,1.90E-20
Prpf18,-0.655846543,1.97E-20
Arfgap3,-0.817906714,2.01E-20
Ncapd3,-0.938967584,2.39E-20
Nr2f6,-0.94635414,2.41E-20
Irak1bp1,0.750886571,2.48E-20
Nup50,0.520654904,2.57E-20
Smim18,-1.551354573,2.58E-20
Cdc14b,2.369112922,2.64E-20
Tmem181,-0.606762425,2.78E-20
Tab1,-0.596785409,2.88E-20
Ppm1k,0.838882134,2.92E-20
Slc66a2,0.60773954,2.95E-20
Abhd6,-0.81253608,3.07E-20
Clcn3,0.532438351,3.24E-20
Rbfa,-0.768354888,3.38E-20
Ptpn13,1.784782565,3.53E-20
Pde4d,0.626745345,3.56E-20
Ylpm1,-0.424247421,3.56E-20
Zdhhc5,0.596190373,3.69E-20
AABR07027272.1,0.839159175,3.73E-20
Extl1,-0.814619322,3.75E-20
Pnn,0.697643784,3.77E-20
Fam110d,-0.805380948,3.96E-20
Dhdds,-0.60371802,3.98E-20
Kif13a,-0.509013763,4.06E-20
Csf1,-2.160539173,4.06E-20
Mrps5,-0.76811352,4.09E-20
Aplp1,0.34955269,4.10E-20
Ap1s2,1.063179295,4.34E-20
Kctd21,-1.507886794,4.51E-20
Sh3pxd2b,-0.736585305,4.66E-20
